ROWID,Country,State lgd code,State,YearCode,Year,Type of area,Age group,Gender,Literacy rate
252,India,2,Himachal Pradesh,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,persons,94.1
253,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,female,75.2
254,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,male,82.1
255,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,person,78.8
256,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,female,75.4
257,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,male,82.8
258,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,person,79.2
259,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,female,77.9
260,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,male,85.2
261,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,person,81.7
262,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,female,78.2
263,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,male,85.9
264,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,person,82.2
265,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,female,82.4
266,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,male,90.1
267,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,person,86.4
268,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,female,82.9
269,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,male,90.9
270,India,3,Punjab,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,person,87.1
271,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,female,73
272,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,male,83.3
273,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,person,78.3
274,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,female,73.2
275,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,male,83.6
276,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,person,78.6
277,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,female,76.5
278,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,male,85.4
279,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,person,81.1
280,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,female,77
281,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,male,86
282,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,person,81.7
283,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,female,82.4
284,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,male,88.5
285,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,person,85.7
286,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,female,83.3
287,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,male,89.9
288,India,3,Punjab,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,person,86.9
289,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,female,71.4
290,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,male,80.6
291,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,person,76.2
292,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,female,71.4
293,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,male,80.9
294,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,person,76.4
295,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,female,75.5
296,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,male,84
297,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,person,80
298,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,female,75.8
299,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,male,84.5
300,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,person,80.4
301,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,female,82.3
302,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,male,89.7
303,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,person,86.2
304,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,female,83.3
305,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,male,90.5
306,India,3,Punjab,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,person,87.1
307,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,female,75.4
308,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,male,82.4
309,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,person,78.9
310,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,female,75.5
311,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,male,83
312,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,person,79.2
313,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,female,78.9
314,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,male,85.4
315,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,person,82.2
316,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,female,79.1
317,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,male,86
318,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,person,82.6
319,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,female,85
320,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,male,90
321,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,person,87.6
322,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,female,85.3
323,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,male,90.7
324,India,3,Punjab,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,person,88.1
325,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,female,74.4
326,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,male,83.1
327,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,person,78.9
328,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,female,74.7
329,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,male,83.7
330,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,person,79.4
331,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,female,77.4
332,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,male,85.1
333,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,person,81.4
334,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,female,78.1
335,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,male,85.9
336,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,person,82.2
337,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,female,83.2
338,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,male,88.8
339,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,person,86.2
340,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,female,84.8
341,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,male,89.9
342,India,3,Punjab,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,person,87.5
343,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,female,75
344,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,male,84.5
345,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,person,79.8
346,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,female,76.4
347,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,male,85.4
348,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,person,81
349,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,female,78
350,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,male,86.3
351,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,person,82.3
352,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,female,79.2
353,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,male,87.3
354,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,person,83.3
355,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,female,83.4
356,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,male,89.6
357,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,person,86.6
358,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,female,84.2
359,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,male,90.6
360,India,3,Punjab,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,person,87.5
361,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,female,76.4
362,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,male,84.4
363,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,persons,80.4
364,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,female,77.1
365,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,male,85.2
366,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,persons,81.1
367,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,female,78.9
368,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,male,86
369,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,persons,82.5
370,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,female,79.8
371,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,male,87
372,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,persons,83.4
373,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,female,83.1
374,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,male,88.5
375,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,persons,85.9
376,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,female,84.3
377,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,male,89.9
378,India,3,Punjab,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,persons,87.2
379,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,female,86.1
380,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,male,92.5
381,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,person,89.2
382,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,female,86.3
383,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,male,95.5
384,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,person,90.9
385,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,female,87.1
386,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,male,93.1
387,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,person,90.1
388,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,female,86.9
389,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,male,94.2
390,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,person,90.5
391,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,female,87.2
392,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,male,93.1
393,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,person,90.1
394,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,female,87
395,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,male,94.1
396,India,4,Chandigarh,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,person,90.5
397,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,female,83.6
398,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,male,91.1
399,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,person,87.3
400,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,female,87.1
401,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,male,92.8
402,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,person,90
403,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,female,83.6
404,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,male,93.7
405,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,person,89
406,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,female,85.3
407,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,male,94.6
408,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,person,90.3
409,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,female,83.6
410,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,male,93.8
411,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,person,89.1
412,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,female,85.3
413,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,male,94.7
414,India,4,Chandigarh,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,person,90.3
415,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,female,86.2
416,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,male,94.7
417,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,person,91.2
418,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,female,86.6
419,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,male,97.6
420,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,person,93
421,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,female,84.9
422,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,male,91.8
423,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,person,88.4
424,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,female,85.1
425,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,male,92.8
426,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,person,89
427,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,female,84.9
428,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,male,91.6
429,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,person,88.3
430,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,female,85
431,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,male,92.5
432,India,4,Chandigarh,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,person,88.8
433,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,female,74.8
434,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,male,88.2
435,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,person,81.2
436,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,female,73
437,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,male,90.2
438,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,person,81
439,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,female,86.3
440,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,male,93.5
441,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,person,89.9
442,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,female,86
443,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,male,93.7
444,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,person,89.9
445,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,female,86.9
446,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,male,93.7
447,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,person,90.3
448,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,female,86.6
449,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,male,93.8
450,India,4,Chandigarh,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,person,90.2
451,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,female,67.3
452,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,male,88.4
453,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,person,78.4
454,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,female,70
455,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,male,93.5
456,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,person,82.3
457,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,female,86.5
458,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,male,92.5
459,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,person,89.7
460,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,female,86.7
461,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,male,93
462,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,person,90.1
463,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,female,87.4
464,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,male,92.7
465,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,person,90.2
466,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,female,87.5
467,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,male,93
468,India,4,Chandigarh,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,person,90.4
469,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,female,83.1
470,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,male,99.1
471,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,person,91.2
472,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,female,85.1
473,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,male,99.1
474,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,person,92.4
475,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,female,90.3
476,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,male,94.6
477,India,4,Chandigarh,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,person,92.5
